Id,Weight,CityDistrict,DeliveryDateTime
1480,8.34,18,2024-09-01 21:26:26
1481,6.37,18,2024-09-01 13:12:12
1482,1.3,14,2024-09-01 18:21:21
1483,4.73,18,2024-09-01 08:24:24
1484,4.05,3,2024-09-01 04:12:12
1485,4.27,4,2024-09-01 10:40:40
1486,0.91,20,2024-09-01 20:22:22
1487,0.84,19,2024-09-01 18:40:40
1488,3.04,13,2024-09-02 01:07:07
1489,7.74,4,2024-09-01 11:02:02
1490,3.97,19,2024-09-01 13:54:54
1491,8.36,11,2024-09-01 03:07:07
1492,9.84,17,2024-09-02 02:17:17
1493,5.02,17,2024-09-01 20:17:17
1494,7.18,18,2024-09-01 23:36:36
1495,2.53,12,2024-09-01 23:49:49
1496,7.44,10,2024-09-01 22:35:35
1497,5.25,4,2024-09-01 06:52:52
1498,8.13,1,2024-09-01 03:16:16
1499,1.75,9,2024-09-01 08:46:46
1500,5.1,11,2024-09-01 09:19:19
1501,6.61,4,2024-09-01 14:19:19
1502,2,2,2024-09-01 15:35:35
1503,5.64,7,2024-09-02 01:43:43
1504,2.43,6,2024-09-01 21:58:58
1505,2,4,2024-09-01 12:47:47
1506,1.16,18,2024-09-01 16:46:46
1507,2.19,18,2024-09-01 07:45:45
1508,9.68,9,2024-09-01 07:52:52
1509,3,20,2024-09-01 15:46:46
1510,6.23,5,2024-09-01 14:20:20
1511,6.25,16,2024-09-01 03:24:24
1512,1.99,5,2024-09-01 14:46:46
1513,7.47,14,2024-09-01 04:17:17
1514,6.54,13,2024-09-02 02:58:58
1515,5.21,6,2024-09-01 06:55:55
1516,2.51,20,2024-09-01 05:30:30
1517,1.35,9,2024-09-01 11:08:08
1518,3.95,3,2024-09-02 00:38:38
1519,8.18,15,2024-09-01 20:32:32
1520,4.15,13,2024-09-01 20:39:39
1521,7.48,17,2024-09-01 19:17:17
1522,1.09,9,2024-09-01 19:57:57
1523,5.96,5,2024-09-01 03:34:34
1524,7.69,19,2024-09-01 09:13:13
1525,5.26,2,2024-09-01 18:39:39
1526,9.41,4,2024-09-01 17:01:01
1527,8.08,3,2024-09-01 20:38:38
1528,3.05,16,2024-09-01 04:43:43
1529,7.36,14,2024-09-01 09:43:43
1530,5.52,8,2024-09-01 11:41:41
1531,3.32,13,2024-09-01 05:58:58
1532,7.34,3,2024-09-01 20:35:35
1533,3.33,6,2024-09-01 19:53:53
1534,1.43,7,2024-09-01 12:02:02
1535,0.94,3,2024-09-01 03:52:52
1536,2,20,2024-09-02 02:06:06
1537,8.04,10,2024-09-01 05:56:56
1538,6.42,3,2024-09-01 17:59:59
1539,0.26,6,2024-09-01 20:47:47
1540,9.18,13,2024-09-01 18:24:24
1541,0.52,19,2024-09-01 23:51:51
1542,6.11,14,2024-09-01 06:07:07
1543,1.76,7,2024-09-02 00:34:34
1544,6.97,13,2024-09-01 21:24:24
1545,9.22,10,2024-09-01 13:39:39
1546,9.87,20,2024-09-01 06:46:46
1547,4,10,2024-09-01 22:11:11
1548,3.55,17,2024-09-02 01:09:09
1549,8.3,1,2024-09-01 14:29:29
1550,8.62,20,2024-09-01 11:15:15
1551,2.94,16,2024-09-01 18:27:27
1552,2.32,10,2024-09-01 06:31:31
1553,3.8,8,2024-09-01 04:34:34
1554,9.91,14,2024-09-01 10:36:36
1555,9.92,13,2024-09-01 15:32:32
1556,7.97,10,2024-09-02 01:42:42
1557,6.15,19,2024-09-01 04:05:05
1558,1.55,10,2024-09-01 13:14:14
1559,3.02,3,2024-09-01 17:26:26
1560,4.97,16,2024-09-01 19:53:53
1561,5.12,10,2024-09-01 15:35:35
1562,10.07,20,2024-09-01 04:04:04
1563,8.21,11,2024-09-01 08:02:02
1564,1.6,10,2024-09-01 10:34:34
1565,2.02,19,2024-09-01 22:48:48
1566,1.93,17,2024-09-01 14:12:12
1567,7.97,18,2024-09-01 18:36:36
1568,5.81,8,2024-09-01 07:33:33
1569,1.97,2,2024-09-01 23:56:56
1570,4.23,4,2024-09-01 18:30:30
1571,8.49,7,2024-09-01 05:32:32
1572,4.33,11,2024-09-01 05:11:11
1573,3.1,1,2024-09-01 21:15:15
1574,1.34,2,2024-09-01 20:08:08
1575,5.31,7,2024-09-01 12:01:01
1576,10.09,1,2024-09-01 22:48:48
1577,0.11,17,2024-09-01 03:37:37
1578,2.84,6,2024-09-01 17:12:12
1579,8.55,3,2024-09-01 13:26:26
1580,0.98,9,2024-09-01 15:11:11
1581,6.22,1,2024-09-01 15:07:07
1582,4.67,7,2024-09-02 00:00:00
1583,9.16,10,2024-09-01 09:03:03
1584,8.77,2,2024-09-01 19:51:51
1585,8.45,8,2024-09-01 22:55:55
1586,3.93,3,2024-09-01 05:18:18
1587,4.95,10,2024-09-01 07:07:07
1588,7.38,12,2024-09-01 14:16:16
1589,8.05,3,2024-09-01 11:38:38
1590,7.94,9,2024-09-01 23:32:32
1591,3.58,7,2024-09-01 14:15:15
1592,1.9,1,2024-09-01 16:08:08
1593,1.52,2,2024-09-01 22:28:28
1594,9.54,15,2024-09-01 08:36:36
1595,0.5,7,2024-09-01 18:07:07
1596,3.02,20,2024-09-01 22:49:49
1597,6.08,2,2024-09-01 15:03:03
1598,8.28,19,2024-09-01 14:20:20
1599,0.25,6,2024-09-01 07:57:57
1600,1.76,16,2024-09-01 14:00:00
1601,8.57,13,2024-09-01 05:29:29
1602,6.55,19,2024-09-01 07:11:11
1603,7.54,5,2024-09-01 12:46:46
1604,3.59,19,2024-09-01 03:33:33
1605,8.45,7,2024-09-01 10:13:13
1606,5.22,6,2024-09-01 05:24:24
1607,3.07,18,2024-09-01 13:03:03
1608,3.04,13,2024-09-01 05:32:32
1609,5.13,5,2024-09-02 01:41:41
1610,9.95,15,2024-09-01 06:46:46
1611,9.72,19,2024-09-01 13:15:15
1612,5.31,9,2024-09-01 10:37:37
1613,1.17,6,2024-09-01 06:37:37
1614,8.31,8,2024-09-02 00:22:22
1615,4.53,6,2024-09-01 11:02:02
1616,10.06,2,2024-09-01 05:58:58
1617,6.05,3,2024-09-01 08:34:34
1618,8.3,8,2024-09-02 02:27:27
1619,9.36,8,2024-09-01 11:28:28
1620,4.43,18,2024-09-01 20:58:58
1621,3.82,9,2024-09-01 13:47:47
1622,3.91,16,2024-09-01 08:58:58
1623,6.79,10,2024-09-01 15:05:05
1624,8.35,12,2024-09-01 03:00:00
1625,9.89,12,2024-09-01 22:22:22
1626,0.41,9,2024-09-01 21:48:48
1627,3.47,10,2024-09-01 04:55:55
1628,6.73,3,2024-09-01 12:58:58
1629,0.85,6,2024-09-01 15:59:59
1630,3.32,7,2024-09-01 18:50:50
1631,3.26,1,2024-09-01 23:47:47
1632,0.12,7,2024-09-01 15:16:16
1633,5.31,7,2024-09-01 09:59:59
1634,4.49,17,2024-09-01 11:03:03
1635,3.5,11,2024-09-02 01:43:43
1636,2.47,5,2024-09-01 10:41:41
1637,5.45,17,2024-09-01 23:41:41
1638,8.17,18,2024-09-01 09:22:22
1639,5.65,16,2024-09-01 09:01:01
1640,2.38,2,2024-09-02 00:29:29
1641,8.91,13,2024-09-01 19:23:23
1642,5.04,12,2024-09-01 09:56:56
1643,0.46,9,2024-09-01 14:51:51
1644,4.99,18,2024-09-01 17:56:56
1645,1,20,2024-09-01 14:26:26
1646,2.56,19,2024-09-01 05:32:32
1647,8.22,2,2024-09-01 20:22:22
1648,2.28,17,2024-09-01 06:47:47
1649,3.55,1,2024-09-01 11:50:50
1650,1.54,17,2024-09-01 05:52:52
1651,7,2,2024-09-02 02:14:14
1652,5.11,11,2024-09-01 16:52:52
1653,9.09,6,2024-09-01 09:03:03
1654,3.7,17,2024-09-01 08:15:15
1655,1.74,19,2024-09-01 19:30:30
1656,9.51,14,2024-09-01 21:02:02
1657,3.15,12,2024-09-01 06:31:31
1658,2.37,6,2024-09-01 16:14:14
1659,0.51,11,2024-09-01 12:04:04
1660,3.43,18,2024-09-01 11:14:14
1661,7.21,1,2024-09-02 02:01:01
1662,4.79,15,2024-09-01 14:40:40
1663,4.2,9,2024-09-01 13:50:50
1664,0.47,15,2024-09-01 20:06:06
1665,3.87,17,2024-09-01 09:14:14
1666,2.48,12,2024-09-01 13:52:52
1667,4.59,2,2024-09-01 09:02:02
1668,3.74,13,2024-09-01 14:19:19
1669,3.76,20,2024-09-01 03:33:33
1670,7.27,10,2024-09-01 11:50:50
1671,6.48,2,2024-09-02 01:29:29
1672,6.1,1,2024-09-01 14:19:19
1673,0.57,11,2024-09-01 11:35:35
1674,6.14,1,2024-09-01 16:26:26
1675,5.44,12,2024-09-02 02:28:28
1676,2.37,7,2024-09-01 18:37:37
1677,5.82,17,2024-09-01 16:57:57
1678,2.7,6,2024-09-02 01:56:56
1679,4.94,3,2024-09-01 21:25:25
1680,2.26,16,2024-09-01 15:16:16
1681,4.52,2,2024-09-01 16:28:28
1682,9.2,13,2024-09-01 03:40:40
1683,0.68,17,2024-09-01 04:47:47
1684,3.45,2,2024-09-01 20:06:06
1685,1.76,8,2024-09-01 23:26:26
1686,9.87,17,2024-09-01 19:56:56
1687,2.13,15,2024-09-01 19:56:56
1688,5.5,11,2024-09-01 15:59:59
1689,4.68,2,2024-09-01 04:29:29
1690,3.89,18,2024-09-01 05:42:42
1691,2.91,7,2024-09-01 08:51:51
1692,0.92,14,2024-09-02 02:49:49
1693,2.13,18,2024-09-02 01:09:09
1694,7.78,3,2024-09-01 04:11:11
1695,1.69,6,2024-09-01 14:24:24
1696,4.04,15,2024-09-01 23:40:40
1697,7.21,20,2024-09-01 12:31:31
1698,8.08,15,2024-09-01 22:24:24
1699,3.63,4,2024-09-01 23:18:18
1700,0.71,16,2024-09-01 13:55:55
1701,2.27,7,2024-09-01 09:22:22
1702,4.11,13,2024-09-01 03:06:06
1703,6.08,5,2024-09-01 11:28:28
1704,5.19,19,2024-09-01 15:53:53
1705,3.57,9,2024-09-01 16:01:01
1706,0.8,10,2024-09-01 06:31:31
1707,4,1,2024-09-02 01:36:36
1708,6.18,2,2024-09-01 05:20:20
1709,1.8,7,2024-09-01 13:59:59
1710,8.23,9,2024-09-01 09:17:17
1711,2.92,12,2024-09-01 19:29:29
1712,9.62,3,2024-09-01 23:04:04
1713,7,2,2024-09-01 15:59:59
1714,5.35,2,2024-09-01 21:59:59
1715,0.28,1,2024-09-01 11:06:06
1716,8.23,4,2024-09-02 02:56:56
1717,5.76,20,2024-09-01 07:29:29
1718,6.96,4,2024-09-01 15:02:02
1719,3.63,20,2024-09-01 22:07:07
1720,9.43,5,2024-09-01 07:52:52
1721,1.97,16,2024-09-01 19:02:02
1722,9.25,7,2024-09-01 05:12:12
1723,9.59,12,2024-09-01 03:43:43
1724,4.04,14,2024-09-01 23:00:00
1725,8.14,7,2024-09-01 18:52:52
1726,4.91,7,2024-09-01 10:35:35
1727,3.24,2,2024-09-01 03:51:51
1728,7.94,7,2024-09-01 13:40:40
1729,2.12,10,2024-09-01 16:30:30
1730,8.39,16,2024-09-01 16:21:21
1731,7.43,14,2024-09-01 17:47:47
1732,7.88,17,2024-09-01 08:01:01
1733,2.43,8,2024-09-01 10:03:03
1734,6.59,8,2024-09-01 21:14:14
1735,7.43,19,2024-09-02 01:51:51
1736,5.44,3,2024-09-01 19:43:43
1737,3.48,11,2024-09-01 16:48:48
1738,8.02,6,2024-09-02 00:14:14
1739,3.05,19,2024-09-01 22:29:29
1740,7.67,8,2024-09-01 22:15:15
1741,0.95,7,2024-09-01 17:30:30
1742,1.73,20,2024-09-01 10:49:49
1743,9.11,3,2024-09-01 05:13:13
1744,8.37,15,2024-09-01 16:11:11
1745,4.41,20,2024-09-01 15:32:32
1746,1.84,11,2024-09-01 04:07:07
1747,7.73,12,2024-09-01 13:45:45
1748,5.31,17,2024-09-01 15:19:19
1749,4.23,5,2024-09-01 22:38:38
1750,3.11,1,2024-09-01 21:51:51
1751,0.69,13,2024-09-01 06:07:07
1752,1.37,6,2024-09-01 20:46:46
1753,6.23,16,2024-09-01 18:16:16
1754,4.68,19,2024-09-01 08:24:24
1755,2.53,6,2024-09-01 11:32:32
1756,7.18,9,2024-09-01 12:30:30
1757,5.68,4,2024-09-02 02:43:43
1758,2.78,20,2024-09-02 00:14:14
1759,0.55,20,2024-09-01 12:15:15
1760,3.63,14,2024-09-02 01:25:25
1761,1.14,9,2024-09-01 12:00:00
1762,5.35,8,2024-09-01 22:48:48
1763,1.9,9,2024-09-01 16:11:11
1764,6.24,18,2024-09-01 22:12:12
1765,7.68,4,2024-09-01 11:11:11
1766,2.71,9,2024-09-01 05:38:38
1767,1.81,16,2024-09-01 22:08:08
1768,4.78,15,2024-09-01 06:47:47
1769,4.44,2,2024-09-01 18:21:21
1770,2.57,4,2024-09-01 22:13:13
1771,9.76,10,2024-09-02 02:31:31
1772,8.42,3,2024-09-01 12:05:05
1773,7.53,17,2024-09-01 19:27:27
1774,9.29,6,2024-09-02 01:49:49
1775,8.93,6,2024-09-01 15:24:24
1776,5.16,14,2024-09-01 14:47:47
1777,1.37,8,2024-09-01 12:31:31
1778,2.82,5,2024-09-01 12:08:08
1779,1.11,17,2024-09-02 02:01:01
1780,1.1,18,2024-09-01 14:50:50
1781,3.75,6,2024-09-01 09:03:03
1782,9.91,2,2024-09-01 22:55:55
1783,8.67,11,2024-09-01 14:59:59
1784,6.53,2,2024-09-01 17:36:36
1785,7.55,7,2024-09-01 15:54:54
1786,6.72,6,2024-09-01 12:03:03
1787,2.89,13,2024-09-01 18:45:45
1788,5.92,1,2024-09-01 06:40:40
1789,1.65,15,2024-09-01 17:34:34
1790,8.93,12,2024-09-01 13:05:05
1791,7.8,19,2024-09-01 05:21:21
1792,5.7,3,2024-09-01 08:16:16
1793,6.84,14,2024-09-01 17:33:33
1794,9.98,18,2024-09-01 15:50:50
1795,4.96,14,2024-09-01 03:41:41
1796,8.64,18,2024-09-01 05:39:39
1797,0.35,1,2024-09-02 02:55:55
1798,8.03,2,2024-09-02 02:38:38
1799,3.07,10,2024-09-01 13:25:25
1800,5.75,16,2024-09-01 10:19:19
1801,5.1,11,2024-09-01 05:10:10
1802,8.87,2,2024-09-01 18:57:57
1803,0.95,1,2024-09-01 17:05:05
1804,7.58,2,2024-09-01 11:55:55
1805,0.83,14,2024-09-01 10:20:20
1806,9.68,20,2024-09-01 03:59:59
1807,5.22,7,2024-09-02 02:30:30
1808,9.11,19,2024-09-01 06:02:02
1809,6.29,15,2024-09-02 01:42:42
1810,3.57,5,2024-09-01 16:03:03
1811,1.14,8,2024-09-01 16:37:37
1812,7.03,14,2024-09-01 09:43:43
1813,7.24,10,2024-09-02 00:22:22
1814,1.17,11,2024-09-01 18:58:58
1815,0.81,9,2024-09-02 00:29:29
1816,4.07,16,2024-09-01 04:06:06
1817,3.5,11,2024-09-01 23:02:02
1818,0.61,2,2024-09-01 19:09:09
1819,3.49,3,2024-09-01 15:10:10
1820,1.51,13,2024-09-01 07:36:36
1821,0.17,12,2024-09-02 00:42:42
1822,6.77,3,2024-09-01 16:17:17
1823,8.24,12,2024-09-01 13:17:17
1824,4.69,14,2024-09-01 14:12:12
1825,1.4,3,2024-09-01 05:10:10
1826,3.09,11,2024-09-01 19:20:20
1827,7.91,2,2024-09-01 08:14:14
1828,9.82,19,2024-09-02 00:07:07
1829,3.97,1,2024-09-01 16:31:31
1830,2.85,17,2024-09-01 09:04:04
1831,5.05,14,2024-09-01 14:25:25
1832,5.57,7,2024-09-01 03:15:15
1833,5.18,2,2024-09-01 15:51:51
1834,0.9,19,2024-09-01 18:34:34
1835,9.35,13,2024-09-01 08:54:54
1836,2.85,12,2024-09-01 08:42:42
1837,3.53,18,2024-09-01 12:53:53
1838,9.12,4,2024-09-01 09:38:38
1839,7,11,2024-09-01 21:11:11
1840,4.88,12,2024-09-01 16:52:52
1841,5.23,14,2024-09-01 15:38:38
1842,0.3,9,2024-09-01 18:16:16
1843,3.1,2,2024-09-01 11:39:39
1844,6.27,2,2024-09-02 00:24:24
1845,4.32,10,2024-09-01 14:53:53
1846,8.68,14,2024-09-01 19:47:47
1847,4.55,16,2024-09-01 06:37:37
1848,6.65,7,2024-09-02 01:51:51
1849,1.76,15,2024-09-01 10:50:50
1850,3.22,11,2024-09-01 19:19:19
1851,1.85,16,2024-09-01 13:57:57
1852,8.77,14,2024-09-02 01:14:14
1853,0.75,9,2024-09-01 08:25:25
1854,4.63,14,2024-09-01 09:38:38
1855,6.61,14,2024-09-01 13:09:09
1856,2.81,17,2024-09-01 06:57:57
1857,7.48,9,2024-09-01 09:03:03
1858,0.77,13,2024-09-01 04:08:08
1859,6.49,19,2024-09-01 04:01:01
1860,6.15,20,2024-09-01 18:03:03
1861,9.97,10,2024-09-01 13:54:54
1862,2.47,12,2024-09-01 13:53:53
1863,3.96,13,2024-09-02 01:26:26
1864,3.86,17,2024-09-01 12:24:24
1865,0.67,2,2024-09-01 13:56:56
1866,5.53,2,2024-09-01 19:57:57
1867,1.46,17,2024-09-01 16:21:21
1868,3.67,3,2024-09-01 13:44:44
1869,8.93,4,2024-09-01 20:28:28
1870,1.71,18,2024-09-01 20:35:35
1871,5.45,15,2024-09-01 03:28:28
1872,9.05,19,2024-09-01 18:06:06
1873,0.94,15,2024-09-02 00:42:42
1874,1.58,16,2024-09-01 17:53:53
1875,4.55,3,2024-09-01 22:02:02
1876,4.61,2,2024-09-01 18:39:39
1877,1.17,6,2024-09-01 12:19:19
1878,9.15,18,2024-09-01 20:43:43
1879,4.5,15,2024-09-01 23:21:21
1880,0.57,9,2024-09-01 04:33:33
1881,5.24,2,2024-09-01 09:18:18
1882,8.39,19,2024-09-01 07:21:21
1883,0.53,19,2024-09-01 04:08:08
1884,5.36,13,2024-09-01 14:13:13
1885,9.47,5,2024-09-02 01:11:11
1886,6.54,12,2024-09-01 13:46:46
1887,9.47,14,2024-09-01 10:05:05
1888,1.88,9,2024-09-01 07:15:15
1889,6.4,7,2024-09-01 20:38:38
1890,8.57,1,2024-09-02 02:46:46
1891,0.64,1,2024-09-01 23:25:25
1892,1.4,15,2024-09-01 21:47:47
1893,8.86,10,2024-09-01 15:02:02
1894,7.27,4,2024-09-01 22:29:29
1895,2.78,18,2024-09-01 14:27:27
1896,9.29,4,2024-09-02 02:05:05
1897,10.01,19,2024-09-01 12:12:12
1898,0.95,13,2024-09-01 05:50:50
1899,8.21,3,2024-09-01 10:07:07
1900,1.7,3,2024-09-01 13:31:31
1901,6.98,3,2024-09-01 12:01:01
1902,2.42,8,2024-09-01 09:04:04
1903,3.88,16,2024-09-01 10:29:29
1904,5.78,12,2024-09-01 08:55:55
1905,1.1,9,2024-09-01 21:02:02
1906,9.07,8,2024-09-01 10:08:08
1907,2.28,17,2024-09-01 11:47:47
1908,8.69,1,2024-09-01 04:29:29
1909,4.79,5,2024-09-01 03:35:35
1910,6.97,8,2024-09-01 23:48:48
1911,5.58,15,2024-09-01 05:53:53
1912,9.5,8,2024-09-01 15:00:00
1913,2.47,5,2024-09-01 16:58:58
1914,5.5,7,2024-09-01 09:30:30
1915,5.39,14,2024-09-01 08:25:25
1916,0.18,18,2024-09-01 22:30:30
1917,8.64,10,2024-09-01 22:22:22
1918,9.49,13,2024-09-01 12:37:37
1919,6.56,15,2024-09-01 09:22:22
1920,2.3,5,2024-09-01 07:16:16
1921,2.81,20,2024-09-01 09:53:53
1922,2.85,15,2024-09-01 19:50:50
1923,5.19,9,2024-09-01 23:58:58
1924,8.76,7,2024-09-02 02:05:05
1925,5.42,17,2024-09-01 16:41:41
1926,6.66,8,2024-09-01 17:44:44
1927,4.44,17,2024-09-01 16:46:46
1928,0.45,16,2024-09-01 12:29:29
1929,8.62,16,2024-09-01 21:09:09
1930,1.8,9,2024-09-01 12:53:53
1931,9.86,15,2024-09-01 07:31:31
1932,5.51,8,2024-09-02 00:35:35
1933,0.59,15,2024-09-01 19:20:20
1934,2.3,2,2024-09-01 21:53:53
1935,3.84,14,2024-09-01 19:13:13
1936,1.98,10,2024-09-01 09:49:49
1937,6.85,7,2024-09-01 08:01:01
1938,4.78,4,2024-09-01 17:24:24
1939,9.53,14,2024-09-01 18:42:42
1940,7.69,15,2024-09-01 13:47:47
1941,2.28,7,2024-09-01 08:13:13
1942,4.26,12,2024-09-01 05:44:44
1943,7,16,2024-09-02 00:06:06
1944,5.08,9,2024-09-01 05:00:00
1945,6.98,14,2024-09-01 14:43:43
1946,1.56,10,2024-09-01 07:02:02
1947,7.9,13,2024-09-01 15:56:56
1948,5.53,13,2024-09-01 17:45:45
1949,2.81,6,2024-09-01 21:35:35
1950,3.35,17,2024-09-01 18:29:29
1951,1.43,15,2024-09-01 09:11:11
1952,6.61,15,2024-09-01 03:52:52
1953,7.56,14,2024-09-01 13:21:21
1954,4.1,3,2024-09-02 00:24:24
1955,4.92,7,2024-09-01 03:16:16
1956,0.28,9,2024-09-01 05:44:44
1957,5.64,20,2024-09-01 23:18:18
1958,8.46,13,2024-09-01 14:07:07
1959,2.25,13,2024-09-01 15:19:19
1960,7.35,11,2024-09-01 22:02:02
1961,9.13,19,2024-09-01 04:54:54
1962,8.33,10,2024-09-01 17:43:43
1963,4.4,4,2024-09-01 17:34:34
1964,1.75,12,2024-09-02 00:43:43
1965,3.76,2,2024-09-01 17:21:21
1966,1.03,2,2024-09-01 12:23:23
1967,10.04,8,2024-09-01 22:35:35
1968,5.2,12,2024-09-01 10:59:59
1969,0.54,15,2024-09-01 08:38:38
1970,9.14,1,2024-09-01 16:33:33
1971,4.19,3,2024-09-01 08:53:53
1972,6.54,9,2024-09-01 06:45:45
1973,3.82,19,2024-09-01 15:27:27
1974,3.52,8,2024-09-01 23:53:53
1975,8.35,6,2024-09-01 20:01:01
1976,7.96,19,2024-09-01 06:35:35
1977,1.58,5,2024-09-01 12:56:56
1978,5.41,6,2024-09-01 05:42:42
1979,10.06,16,2024-09-01 23:51:51
1980,2.02,6,2024-09-01 13:14:14
1981,4.36,2,2024-09-01 06:29:29
1982,5.55,1,2024-09-01 03:41:41
1983,6.23,11,2024-09-01 21:41:41
1984,7,10,2024-09-01 15:35:35
1985,4.06,7,2024-09-01 19:17:17
1986,2.5,12,2024-09-01 16:43:43
1987,7.08,17,2024-09-01 15:27:27
1988,0.46,14,2024-09-01 17:26:26
1989,5.81,13,2024-09-01 04:03:03
1990,3.51,6,2024-09-02 01:02:02
1991,3.5,10,2024-09-01 11:53:53
1992,5.94,9,2024-09-01 20:35:35
1993,9.17,2,2024-09-02 00:24:24
1994,7.91,14,2024-09-01 19:13:13
1995,5.6,6,2024-09-01 21:39:39
1996,9.59,17,2024-09-01 20:43:43
1997,2.41,2,2024-09-01 04:04:04
1998,5.04,9,2024-09-01 10:26:26
1999,3.34,14,2024-09-01 08:24:24
2000,4.17,1,2024-09-01 10:46:46
2001,9.21,20,2024-09-01 09:48:48
2002,7.09,4,2024-09-02 02:17:17
2003,8.43,9,2024-09-01 07:12:12
2004,8.61,11,2024-09-01 21:17:17
2005,2.64,14,2024-09-01 03:20:20
2006,0.7,12,2024-09-01 10:56:56
2007,6.82,1,2024-09-01 05:35:35
2008,9.5,1,2024-09-01 18:05:05
2009,3.9,3,2024-09-01 21:14:14
2010,7.32,15,2024-09-01 23:07:07
2011,4.12,13,2024-09-01 12:31:31
2012,9.76,15,2024-09-01 11:05:05
2013,5.74,10,2024-09-01 22:25:25
2014,4.24,4,2024-09-01 05:33:33
2015,0.18,5,2024-09-01 08:06:06
2016,1.35,16,2024-09-02 02:18:18
2017,2.39,9,2024-09-01 04:03:03
2018,4.72,18,2024-09-01 09:20:20
2019,3.47,12,2024-09-01 10:04:04
2020,3.29,15,2024-09-02 00:44:44
2021,3.89,11,2024-09-01 04:29:29
2022,0.87,15,2024-09-01 06:19:19
2023,8.29,9,2024-09-01 07:09:09
2024,9.38,14,2024-09-01 19:00:00
2025,5.57,4,2024-09-01 22:58:58
2026,2.49,18,2024-09-01 09:35:35
2027,7.68,1,2024-09-01 10:55:55
2028,7.59,13,2024-09-01 04:04:04
2029,9.95,20,2024-09-01 08:49:49
2030,8.19,1,2024-09-01 21:28:28
2031,9.66,16,2024-09-01 04:27:27
2032,8.44,8,2024-09-01 05:40:40
2033,9.89,12,2024-09-01 09:44:44
2034,1.74,3,2024-09-01 22:32:32
2035,9.48,10,2024-09-01 14:56:56
2036,4.51,10,2024-09-01 15:26:26
2037,1.77,8,2024-09-01 20:05:05
2038,5.9,8,2024-09-01 11:31:31
2039,1.31,1,2024-09-01 10:55:55
2040,2.65,12,2024-09-01 17:51:51
2041,1.27,18,2024-09-01 15:28:28
2042,7.71,13,2024-09-01 22:43:43
2043,7.63,8,2024-09-01 11:25:25
2044,8.37,16,2024-09-01 16:15:15
2045,4.58,9,2024-09-01 20:49:49
2046,3.44,3,2024-09-01 23:59:59
2047,5.8,18,2024-09-01 10:24:24
2048,4.65,9,2024-09-01 14:01:01
2049,8.56,10,2024-09-01 10:29:29
2050,1.51,18,2024-09-01 13:23:23
2051,7.77,6,2024-09-01 16:31:31
2052,9.62,20,2024-09-01 05:26:26
2053,5.18,13,2024-09-01 19:09:09
2054,9.2,11,2024-09-01 15:48:48
2055,8.16,3,2024-09-01 20:12:12
2056,1.86,5,2024-09-01 21:10:10
2057,4.28,1,2024-09-01 10:33:33
2058,2.44,16,2024-09-01 17:54:54
2059,0.27,11,2024-09-01 11:39:39
2060,8.1,5,2024-09-02 00:19:19
2061,1.42,1,2024-09-01 09:36:36
2062,9.93,6,2024-09-01 04:28:28
2063,6.7,13,2024-09-01 15:55:55
2064,9.21,1,2024-09-01 11:47:47
2065,6.49,3,2024-09-01 12:49:49
2066,6.64,10,2024-09-01 10:31:31
2067,0.64,15,2024-09-01 15:32:32
2068,6.79,10,2024-09-01 14:29:29
2069,3.94,12,2024-09-01 18:05:05
2070,4.84,20,2024-09-01 23:44:44
2071,2.22,12,2024-09-01 21:17:17
2072,0.41,17,2024-09-01 20:08:08
2073,6.84,1,2024-09-01 17:15:15
2074,2.6,17,2024-09-01 13:57:57
2075,4.44,11,2024-09-01 19:48:48
2076,6.38,10,2024-09-01 08:25:25
2077,5.41,15,2024-09-01 05:02:02
2078,9.22,9,2024-09-01 18:46:46
2079,7.21,8,2024-09-01 08:44:44
2080,0.19,3,2024-09-01 15:57:57
2081,9.49,5,2024-09-01 09:26:26
2082,1.67,11,2024-09-01 09:44:44
2083,5.82,7,2024-09-01 23:51:51
2084,1.59,17,2024-09-01 03:15:15
2085,3.75,7,2024-09-01 05:09:09
2086,1.26,1,2024-09-01 03:50:50
2087,9.25,5,2024-09-01 06:15:15
2088,7.82,14,2024-09-02 02:55:55
2089,2.59,18,2024-09-02 00:01:01
2090,3.14,3,2024-09-01 16:47:47
2091,4.12,18,2024-09-01 13:15:15
2092,3.19,12,2024-09-01 11:22:22
2093,7.44,3,2024-09-01 14:36:36
2094,0.87,7,2024-09-01 14:25:25
2095,2.28,10,2024-09-02 02:51:51
2096,9.12,17,2024-09-02 00:21:21
2097,3.58,19,2024-09-01 07:09:09
2098,9.14,18,2024-09-01 14:51:51
2099,2.73,9,2024-09-02 01:24:24
2100,9.62,10,2024-09-01 07:25:25
2101,6.08,7,2024-09-01 06:42:42
2102,8.56,1,2024-09-01 08:41:41
2103,4.71,15,2024-09-01 04:10:10
2104,7.43,2,2024-09-01 19:07:07
2105,0.53,19,2024-09-01 14:20:20
2106,9.95,6,2024-09-01 22:45:45
2107,8.52,7,2024-09-01 11:05:05
2108,5.74,2,2024-09-01 06:42:42
2109,6.45,9,2024-09-01 05:34:34
2110,5.22,5,2024-09-01 07:35:35
2111,0.66,14,2024-09-01 21:36:36
2112,3.54,17,2024-09-01 10:59:59
2113,8.81,17,2024-09-01 03:29:29
2114,7.43,2,2024-09-02 01:06:06
2115,0.39,16,2024-09-01 03:27:27
